City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
81,whitehorse,60.7161,-135.0538,-6.66,83,100,12.35,CA,1707522471
82,howrah,22.5892,88.3103,14.0,77,1,1.54,IN,1707522329
83,cooma,-36.2333,149.1333,19.1,44,3,2.5,AU,1707522524
84,papatowai,-46.5619,169.4708,10.17,92,98,4.52,NZ,1707522454
85,port alfred,-33.5906,26.891,18.99,79,61,2.24,ZA,1707522448
86,lautoka,-17.6167,177.4667,29.92,74,75,2.57,FJ,1707522524
87,chonchi,-42.6128,-73.8092,20.56,74,83,2.17,CL,1707522524
88,talnakh,69.4865,88.3972,-25.58,78,71,2.36,RU,1707522449
89,kilindoni,-7.9139,39.6668,28.18,78,97,5.42,TZ,1707522525
90,kodiak,57.79,-152.4072,3.73,93,100,5.66,US,1707522525
91,isafjordur,66.0755,-23.124,-1.75,62,100,6.05,IS,1707522450
92,avarua,-21.2078,-159.775,29.03,74,75,8.23,CK,1707522443
93,kone,-21.0595,164.8658,29.97,62,35,3.18,NC,1707521947
94,gangtok,27.3333,88.6167,5.79,51,0,2.87,IN,1707521949
95,"laikit, laikit ii (dimembe)",1.4792,124.9735,25.47,89,20,1.03,ID,1707522525
96,bamboo flat,11.7,92.7167,21.05,94,62,1.03,IN,1707522525
97,zouerate,22.7187,-12.4521,20.94,10,2,3.74,MR,1707522526
98,salalah,17.0151,54.0924,22.05,56,0,2.57,OM,1707522526
99,acarau,-2.8856,-40.12,26.98,82,58,5.82,BR,1707522526
100,isoka,-10.1606,32.6335,18.06,94,100,0.52,ZM,1707522526
101,hami,42.8,93.45,-4.62,57,2,2.21,CN,1707522526
102,thompson,55.7435,-97.8558,-14.91,85,100,3.6,CA,1707522443
103,lashio,22.9333,97.75,8.33,69,6,0.87,MM,1707522526
104,pionki,51.476,21.4499,2.27,97,100,2.57,PL,1707522526
105,zaozersk,69.4005,32.4476,-16.78,93,100,1.77,RU,1707522527
106,howard springs,-12.497,131.047,29.95,91,90,2.72,AU,1707522527
107,qaqortoq,60.7167,-46.0333,-11.14,66,100,4.27,GL,1707522449
108,sitka,57.0531,-135.33,5.94,70,100,10.8,US,1707522527
109,vanimo,-2.6741,141.3028,26.61,86,100,0.33,PG,1707522527
110,maloye ganyushkino,46.6,49.2667,6.18,89,100,5.09,KZ,1707522527
111,alofi,-19.0595,-169.9187,30.94,74,75,5.66,NU,1707522527
112,vilyuchinsk,52.9306,158.4028,-11.85,80,20,3.15,RU,1707522332
113,udachny,66.4167,112.4,-33.64,74,98,1.23,RU,1707522459
114,horta,38.5333,-28.6333,13.34,94,100,4.92,PT,1707522471
115,bel ombre,-4.6167,55.4167,23.91,88,40,0.51,SC,1707522528
116,college,64.8569,-147.8028,-3.44,73,75,0.0,US,1707522455
117,port lincoln,-34.7333,135.8667,20.0,71,13,8.26,AU,1707522445
118,chengde,40.9725,117.9361,-8.53,57,0,1.64,CN,1707522528
119,mahajanga,-15.7167,46.3167,25.01,94,40,2.57,MG,1707522528
120,geraldton,-28.7667,114.6,31.23,14,0,2.57,AU,1707522327
121,arteche,12.2645,125.4048,26.7,72,18,5.38,PH,1707522528
122,mili,6.0815,171.735,27.37,83,100,11.1,MH,1707522529
123,viedma,-40.8135,-62.9967,21.2,78,100,5.0,AR,1707522529
124,la ronge,55.1001,-105.2842,-4.86,80,100,3.09,CA,1707522529
125,gokceada,40.2011,25.909,14.6,86,46,8.03,TR,1707522529
126,fortaleza,-3.7227,-38.5247,29.07,79,20,4.63,BR,1707522529
127,bilibino,68.0546,166.4372,-20.65,91,100,2.54,RU,1707522470
128,remire-montjoly,4.9167,-52.2667,27.02,83,40,1.03,GF,1707522453
129,tiksi,71.6872,128.8694,-23.94,100,100,1.96,RU,1707522529
130,uturoa,-16.7333,-151.4333,26.13,94,100,4.7,PF,1707522348
131,novodvinsk,64.4165,40.8122,-20.68,100,84,0.21,RU,1707521962
132,rio grande,-32.035,-52.0986,27.06,92,21,7.8,BR,1707522376
133,san luis de la loma,17.2706,-100.8939,26.84,63,3,3.77,MX,1707522458
134,bodo,67.28,14.405,-3.98,86,75,10.8,NO,1707522530
135,anadyr,64.75,177.4833,-17.72,84,20,5.81,RU,1707522457
136,praia da vitoria,38.7333,-27.0667,13.75,94,20,0.67,PT,1707522530
137,arkalyk,50.2486,66.9114,-10.26,87,88,6.98,KZ,1707521971
138,savannah,32.0835,-81.0998,19.04,70,100,4.12,US,1707522531
139,alice springs,-23.7,133.8833,31.79,34,33,2.68,AU,1707521949
140,lihue,21.9789,-159.3672,26.77,68,40,5.14,US,1707522531
141,kingston,17.997,-76.7936,27.53,65,20,5.14,JM,1707522401
142,urangan,-25.3,152.9,29.0,66,10,4.92,AU,1707522531
143,waitangi,-43.9535,-176.5597,17.68,70,15,4.47,NZ,1707522446
144,aoulef,26.9667,1.0833,19.18,12,99,5.04,DZ,1707522531
145,jalal-abad,40.9333,73.0,0.8,49,6,3.47,KG,1707522531
146,stanley,54.868,-1.6985,5.85,93,100,3.6,GB,1707522461
147,tubarjal,30.4999,38.216,10.94,72,13,5.93,SA,1707522532
148,polyarnyy,69.1989,33.4478,-14.77,89,100,2.79,RU,1707522532
149,hays,30.0502,-98.0336,22.43,77,100,3.18,US,1707522245
150,puerto baquerizo moreno,-0.9,-89.6,26.22,82,35,3.46,EC,1707522467
151,georgetown,5.4112,100.3354,26.64,73,20,2.68,MY,1707522310
152,patan,27.6667,85.3333,6.21,93,20,0.0,NP,1707522532
153,nuuk,64.1835,-51.7216,-11.66,79,100,4.63,GL,1707522434
154,revda,56.801,59.9303,-18.44,95,100,4.55,RU,1707522532
155,portland,45.5234,-122.6762,8.24,91,100,0.89,US,1707522416
156,huatabampo,26.8333,-109.6333,18.55,45,100,3.55,MX,1707522533
157,bamyan,34.75,67.25,-16.22,39,0,2.77,AF,1707522533
158,rabigh,22.7986,39.0349,22.5,71,0,0.55,SA,1707522533
159,n'zeto,-7.2312,12.8666,28.26,80,99,4.31,AO,1707522533
160,rhinelander,45.6366,-89.4121,-0.8,73,99,4.57,US,1707522533
161,grand falls-windsor,48.9332,-55.6649,-12.01,99,57,1.12,CA,1707522533
162,pacific grove,36.6177,-121.9166,15.21,72,0,5.81,US,1707522534
163,arkhangel'sk,64.5401,40.5433,-20.49,83,100,0.0,RU,1707522424
164,colonia,50.9333,6.95,11.99,90,40,3.6,DE,1707522534
165,kyrenia,35.3417,33.3167,10.75,75,9,2.33,CY,1707522534
166,trashi yangtse,27.6116,91.498,5.51,40,0,3.17,BT,1707522534
167,petropavlovsk-kamchatsky,53.0452,158.6483,-12.67,80,75,5.0,RU,1707522534
168,hotan,37.0997,79.9269,-2.22,61,13,1.19,CN,1707522534
169,vuktyl,63.8567,57.3094,-24.19,100,97,0.6,RU,1707522535
170,kayangel,8.0823,134.7173,27.52,81,99,9.18,PW,1707522535
171,kozhevnikovo,56.2589,83.9714,2.92,99,100,9.64,RU,1707522535
172,keflavik,64.0049,-22.5624,-4.76,74,0,5.66,IS,1707522467
173,la foa,-21.7108,165.8276,28.81,62,59,3.06,NC,1707522535
174,qamdo,31.1667,97.2333,-15.65,42,0,1.6,CN,1707521960
175,nema,57.5067,50.5011,-30.23,100,69,1.46,RU,1707522535
176,nakamura,32.9833,132.9333,8.6,62,95,3.31,JP,1707522536
177,lorengau,-2.0226,147.2712,28.28,80,100,2.83,PG,1707522536
178,pocone,-16.2567,-56.6228,27.01,73,79,1.17,BR,1707522455
179,la'ie,21.6477,-157.9253,27.98,75,33,4.92,US,1707521968
180,iqaluit,63.7506,-68.5145,-28.15,69,20,4.12,CA,1707522444
181,ciudad constitucion,25.0369,-111.6644,16.84,53,100,6.91,MX,1707522536
182,mogocha,53.7333,119.7667,-25.65,100,100,0.98,RU,1707522536
183,el granada,37.5027,-122.4694,14.82,70,20,6.17,US,1707522536
184,male,4.1748,73.5089,27.97,83,20,7.2,MV,1707522537
185,vorgashor,67.5833,63.95,-22.98,92,68,9.57,RU,1707522465
186,bestobe,52.4994,73.0975,-3.91,77,87,8.83,KZ,1707522537
187,northam,51.0333,-4.2167,9.81,98,89,7.13,GB,1707521966
188,tazacorte,28.629,-17.9293,21.54,98,75,2.68,ES,1707522537
189,mont-dore,-22.2833,166.5833,28.99,99,79,5.46,NC,1707522537
190,tarawa,1.419,172.984,25.05,100,100,4.12,KI,1707522537
191,orastie,45.8333,23.2,8.54,77,100,0.32,RO,1707522537
192,hastings,50.8552,0.5729,11.1,93,98,8.31,GB,1707522538
193,salinopolis,-0.6136,-47.3561,27.65,81,78,7.24,BR,1707522538
194,santa maria del oro,25.9333,-105.3667,16.54,31,97,9.01,MX,1707522538
195,acapulco de juarez,16.8634,-99.8901,29.9,54,40,3.6,MX,1707522509
196,malvan,16.0667,73.4667,23.08,51,0,3.92,IN,1707522538
197,taft,31.7471,54.2088,5.97,27,0,3.09,IR,1707522538
198,st. john's,47.5649,-52.7093,-1.79,94,100,7.2,CA,1707522451
199,khandyga,62.6667,135.6,-45.62,100,74,1.0,RU,1707522538
200,benguela,-12.5763,13.4055,26.92,77,77,1.13,AO,1707522383
201,sitia,35.2,26.0986,13.88,80,0,4.08,GR,1707522539
202,verkhnevilyuysk,63.4453,120.3167,-28.66,99,100,0.58,RU,1707522539
203,torbat-e jam,35.244,60.6225,8.17,37,23,1.16,IR,1707522539
204,lincheng,19.9078,109.6858,14.3,78,100,4.4,CN,1707522539
205,pangody,65.85,74.4859,-17.29,97,100,6.66,RU,1707522539
206,el kef,36.1742,8.7049,16.85,27,100,16.63,TN,1707522539
207,hedaru,-4.5,37.9,22.77,90,41,1.39,TZ,1707522539
208,oum hadjer,13.2954,19.6966,21.4,12,5,3.87,TD,1707522539
209,enewetak,11.3474,162.3373,26.54,82,98,10.04,MH,1707522464
210,tamanrasset,22.785,5.5228,8.95,18,0,1.54,DZ,1707522540
211,santa cruz,-17.8,-63.1667,25.03,83,75,5.14,BO,1707522437
212,nova sintra,14.8667,-24.7167,21.17,70,0,7.64,CV,1707522464
213,nizhnevartovsk,60.9344,76.5531,-11.99,92,100,3.13,RU,1707522540
214,prachin buri,14.0833,101.6667,24.08,75,85,2.15,TH,1707522540
215,margaret river,-33.95,115.0667,26.49,36,0,2.72,AU,1707522443
216,coyhaique,-45.5752,-72.0662,25.34,38,0,3.6,CL,1707522540
217,itoman,26.1247,127.6694,16.16,59,75,7.2,JP,1707522541
218,tiflet,33.8947,-6.3065,16.33,88,49,8.23,MA,1707522541
219,putla villa de guerrero,17.0333,-97.9333,26.15,72,4,3.0,MX,1707522541
220,lukolela,-1.0605,17.1821,23.5,90,100,2.83,CD,1707522541
221,nadi,-17.8,177.4167,30.0,74,75,2.57,FJ,1707522541
222,dubbo,-32.25,148.6167,25.07,53,0,8.75,AU,1707522542
223,dass,10.0,9.5167,20.79,19,11,2.06,NG,1707522542
224,bontang,0.1333,117.5,24.76,92,100,2.3,ID,1707522542
225,krzeszowice,50.1425,19.6322,7.84,88,98,1.34,PL,1707522542
226,rikaze,29.25,88.8833,-6.73,17,0,0.66,CN,1707521964
227,port saint john's,-31.6229,29.5448,20.46,95,100,3.34,ZA,1707522459
228,trancas,-26.2314,-65.2803,22.5,88,79,0.47,AR,1707522542
229,kabardinka,44.6514,37.9428,10.57,86,26,6.26,RU,1707522543
230,bardai,11.65,7.2333,19.45,18,65,3.71,NG,1707522543
231,bredasdorp,-34.5322,20.0403,17.11,76,51,2.68,ZA,1707522447
232,zhanibek,49.4167,46.85,-3.48,92,100,2.12,KZ,1707522543
233,mirador,-6.3708,-44.3631,24.52,95,100,1.44,BR,1707522543
234,gannan,47.9147,123.5031,-17.67,86,12,2.61,CN,1707522544
235,murghob,38.1702,73.9667,-22.17,54,0,2.71,TJ,1707522544
236,porto novo,6.4965,2.6036,27.9,78,26,2.47,BJ,1707522544
237,vinton,37.281,-79.897,14.26,67,100,1.08,US,1707522409
238,kharp,66.8014,65.8081,-24.51,91,47,2.15,RU,1707522544
239,hilo,19.7297,-155.09,25.69,81,100,6.17,US,1707522380
240,golfito,8.639,-83.166,26.17,88,63,1.21,CR,1707522544
241,kamina,-8.7386,24.9906,19.08,93,100,0.06,CD,1707522545
242,santyoku,37.4406,129.1708,1.71,59,4,4.18,KR,1707522545
243,mount gambier,-37.8333,140.7667,19.1,47,27,4.74,AU,1707522545
244,babayurt,43.6002,46.7789,8.59,71,8,1.79,RU,1707522545
245,susuman,62.7833,148.1667,-33.42,99,100,0.89,RU,1707522453
246,noshiro,40.2039,140.0242,-4.54,60,98,2.39,JP,1707522545
247,whakatane,-37.9585,176.9854,23.21,85,97,2.24,NZ,1707522546
248,ed damer,17.5928,33.9592,19.68,22,47,5.38,SD,1707522546
249,mokhsogollokh,61.4681,128.9203,-34.87,100,100,1.2,RU,1707522546
250,imbituva,-25.23,-50.6044,22.63,58,96,3.13,BR,1707522547
251,luanda,-8.8368,13.2343,28.0,83,40,2.57,AO,1707522547
252,katsuura,35.1333,140.3,8.33,78,64,4.59,JP,1707521948
253,al badari,26.9926,31.4155,12.08,40,1,2.73,EG,1707522547
254,tyukalinsk,55.8732,72.1967,-16.1,91,54,5.88,RU,1707522547
255,tolanaro,-25.0319,46.9987,25.04,88,40,6.17,MG,1707522547
256,namibe,-15.1961,12.1522,25.39,78,100,1.6,AO,1707522547
257,touros,-5.1989,-35.4608,27.21,81,66,5.57,BR,1707521956
258,sakakah,29.9697,40.2064,17.76,65,72,0.94,SA,1707522548
259,yarmouth,41.7057,-70.2286,4.44,89,40,4.12,US,1707522548
260,antsiranana,-12.2787,49.2917,24.9,89,100,1.22,MG,1707521954
261,brisas de zicatela,15.8369,-97.0419,26.44,78,86,1.49,MX,1707522548
262,berezovyy,51.6667,135.7,-18.66,77,15,0.88,RU,1707522548
263,sanming,26.2486,117.6186,6.15,89,4,0.24,CN,1707522549
264,waajid,3.8096,43.2463,24.72,68,11,7.23,SO,1707522549
265,union city,37.5958,-122.0192,14.95,64,40,3.6,US,1707522549
266,cambria,35.5641,-121.0808,15.79,64,71,4.97,US,1707522549
267,kalmunai,7.4167,81.8167,25.92,77,99,4.64,LK,1707522549
268,katabu,-4.9333,122.5167,28.2,76,46,1.98,ID,1707522549
269,dunedin,-45.8742,170.5036,12.67,87,91,3.13,NZ,1707522550
270,fortuna,40.5982,-124.1573,11.63,74,100,3.13,US,1707522448
271,happy valley-goose bay,53.3168,-60.3315,-2.83,74,75,1.03,CA,1707522464
272,nar'yan-mar,67.6713,53.087,-19.38,90,62,5.36,RU,1707522336
273,batesville,35.7698,-91.641,21.23,67,0,3.09,US,1707522550
274,haiku-pauwela,20.9219,-156.3051,26.01,65,40,3.13,US,1707522550
275,maxixe,-23.8597,35.3472,24.01,84,3,1.95,MZ,1707521951
276,labasa,-16.4167,179.3833,27.65,89,100,2.24,FJ,1707522446
277,longyearbyen,78.2186,15.6401,-5.09,68,40,8.23,SJ,1707522326
278,ankazoabo,-22.2833,44.5167,22.77,87,47,1.78,MG,1707522551
279,saudarkrokur,65.7461,-19.6394,-9.92,77,100,3.27,IS,1707522551
280,yunak,38.8142,31.7322,5.23,67,6,1.95,TR,1707522551
281,egilsstadir,65.2653,-14.3948,-10.05,85,100,0.0,IS,1707521951
282,huron,41.1501,-82.5499,14.31,71,100,7.33,US,1707521976
283,avenal,36.0041,-120.129,12.87,54,86,4.02,US,1707522552
284,south venice,27.0531,-82.4243,21.66,79,0,3.6,US,1707522552
285,grande prairie,55.1667,-118.8027,-3.9,58,40,2.06,CA,1707522552
286,colonel hill,22.7667,-74.2167,23.0,65,15,8.31,BS,1707522552
287,yeniseysk,58.4497,92.1703,-1.14,90,100,4.47,RU,1707522552
288,saint-joseph,-21.3667,55.6167,25.21,82,100,6.38,RE,1707522552
289,okhotsk,59.3833,143.3,-27.76,79,42,3.86,RU,1707522552
290,robertsport,6.7533,-11.3686,27.63,86,16,4.29,LR,1707522553
291,gaborone,-24.6545,25.9086,20.95,94,100,2.42,BW,1707522553
292,talen,23.5667,76.7167,12.8,21,6,3.15,IN,1707522553
293,salekhard,66.53,66.6019,-22.12,86,61,8.94,RU,1707522553
294,ladario,-19.0047,-57.6017,26.01,77,100,1.34,BR,1707522486
295,la porte,29.6658,-95.0194,24.14,76,75,8.75,US,1707522554
296,richlands,37.0932,-81.7937,9.57,86,100,3.04,US,1707522554
297,alta,69.9689,23.2717,-15.41,74,18,23.69,NO,1707522554
298,weno,7.4515,151.8468,28.97,79,75,4.12,FM,1707522457
299,ust'-kut,56.7938,105.7672,-8.67,96,100,2.16,RU,1707522554
300,tekkekoy,41.2117,36.46,5.86,87,20,1.54,TR,1707522554
301,carnarvon,-24.8667,113.6333,25.85,73,0,5.06,AU,1707522444
302,charters towers,-20.1,146.2667,28.99,50,6,4.64,AU,1707522555
303,pearsall,28.8922,-99.095,24.1,62,94,1.9,US,1707522449
304,kirkland lake,48.1446,-80.0377,3.16,93,100,2.57,CA,1707522555
305,vozhega,60.4725,40.2213,-23.21,100,94,1.31,RU,1707522555
306,vorkuta,67.5,64.0,-22.78,90,66,6.5,RU,1707522555
307,slave lake,55.2834,-114.769,-11.01,85,20,2.57,CA,1707522425
308,inari,68.906,27.0288,-19.89,100,100,1.52,FI,1707522556
309,jinchang,38.4953,102.1739,-4.94,54,0,3.5,CN,1707522556
310,aasiaat,68.7098,-52.8699,-16.95,74,100,7.58,GL,1707522337
311,kiunga,-6.1219,141.2906,27.19,81,100,0.28,PG,1707521970
312,ulsteinvik,62.3432,5.8487,-2.93,64,27,3.58,NO,1707522556
313,mount isa,-20.7333,139.5,30.87,58,39,3.09,AU,1707522556
314,shahpur,16.7,76.8333,22.97,70,1,3.86,IN,1707522557
315,peniche,39.3558,-9.3811,13.29,85,18,10.55,PT,1707522557
316,hun,29.1268,15.9477,14.61,24,4,3.81,LY,1707522557
317,carutapera,-1.195,-46.02,24.76,94,49,3.07,BR,1707522557
318,siwa oasis,29.2041,25.5195,13.7,38,0,2.19,EG,1707522557
319,hithadhoo,-0.6,73.0833,28.49,67,89,6.45,MV,1707522557
320,timbuktu,16.7735,-3.0074,20.05,8,0,2.26,ML,1707522557
321,koulamoutou,-1.1303,12.4736,22.54,96,64,1.18,GA,1707522558
322,saipan,15.1355,145.701,28.39,65,20,8.75,MP,1707522558
323,jayapura,-2.5333,140.7,27.66,84,100,0.86,ID,1707521966
324,kota bharu,6.1333,102.2386,23.97,88,20,1.54,MY,1707522558
325,tashtyp,52.7939,89.8983,0.5,88,81,3.83,RU,1707522558
326,ta`u,-14.2336,-169.5144,28.91,81,89,7.87,AS,1707522558
327,crucecita,-28.95,-58.9833,27.73,67,100,2.67,AR,1707522558
328,price,39.5994,-110.8107,0.06,93,100,5.14,US,1707522559
329,taltal,-25.4,-70.4833,22.57,78,23,1.9,CL,1707522382
330,battagram,34.6772,73.0233,3.89,51,0,3.64,PK,1707522559
331,celina,40.5489,-84.5702,15.49,72,72,6.4,US,1707522395
332,mizdah,31.4451,12.9801,12.3,27,49,4.4,LY,1707522559
333,puerto plata,19.7934,-70.6884,24.91,78,40,0.0,DO,1707522393
334,coronel dorrego,-38.7187,-61.2873,21.3,88,100,5.14,AR,1707522559
335,kirensk,57.7853,108.1119,-10.58,97,99,1.34,RU,1707522560
336,abbeville,50.1,1.8333,11.98,81,92,6.1,FR,1707522560
337,luderitz,-26.6481,15.1594,18.01,73,67,9.78,NA,1707522560
338,cururupu,-1.8283,-44.8683,24.65,92,75,1.66,BR,1707522560
339,fereydun kenar,36.6864,52.5225,12.84,62,95,3.11,IR,1707522560
340,pariaman,-0.619,100.12,26.03,81,100,2.79,ID,1707522462
341,kourou,5.1552,-52.6478,27.03,89,59,3.37,GF,1707522560
342,cockburn town,21.4612,-71.1419,22.98,60,40,5.66,TC,1707522384
343,moree,-29.4667,149.85,26.69,54,93,4.27,AU,1707522561
344,jagraon,30.7833,75.4833,6.54,36,0,0.77,IN,1707522561
345,naze,28.3667,129.4833,13.51,55,98,5.27,JP,1707522561
346,saint croix,17.7397,-64.7388,23.25,69,0,4.63,VI,1707522561
347,ormara,25.2088,64.6357,20.89,72,0,4.5,PK,1707522561
348,shiqian,27.5225,108.2281,4.08,88,90,0.93,CN,1707522562
349,kruisfontein,-34.0033,24.7314,17.71,85,74,7.91,ZA,1707522562
350,gereida,11.2811,25.1414,22.74,20,8,4.23,SD,1707522562
351,bridgetown,13.1,-59.6167,26.27,83,40,6.69,BB,1707522435
352,flin flon,54.7682,-101.865,-11.09,79,100,1.03,CA,1707522425
353,kerikeri,-35.2268,173.9474,24.95,82,100,2.93,NZ,1707522563
354,constitucion,-35.3333,-72.4167,14.62,88,8,4.03,CL,1707522563
355,puerto deseado,-47.7503,-65.8938,16.19,56,0,6.93,AR,1707522468
356,chita,52.0333,113.55,-23.91,76,20,0.0,RU,1707522563
357,ain leuh,33.2921,-5.3384,5.84,93,100,10.46,MA,1707522563
358,la passe,45.5549,-0.8967,11.13,95,100,3.78,FR,1707522452
359,halifax,44.6453,-63.5724,0.94,87,20,1.54,CA,1707521799
360,selfoss,63.9331,-20.9971,-9.89,78,100,4.52,IS,1707522563
361,sao felix do xingu,-6.6447,-51.995,23.61,98,90,1.0,BR,1707522564
362,nemuro,43.3236,145.575,-3.91,81,100,0.97,JP,1707522456
363,krasnyy chikoy,50.3643,108.7512,-19.45,99,81,0.95,RU,1707522564
364,sarkand,45.41,79.9186,1.75,59,36,4.79,KZ,1707522564
